X;Y;X_fit_1;X_fit_2
[32, 16, 1, 3];0.010383039253255483;[-0.36882793354308163];[-0.3688279335430817, -0.09242040690904622]
[1, 4, 8, 5];0.03242093761153939;[0.09994245467459427];[0.0999424546745884, -0.08005424681406059]
[256, 4, 1, 5];0.0030611268677995553;[-3.366641414630349];[-3.3666414146303163, -1.8472454258844948]
[256, 64, 1, 4];0.12858788338254365;[-3.3511539887397808];[-3.351153988739757, -0.9793389963963459]
[2, 2, 128, 4];0.031866595488811544;[1.0704095745717965];[1.0704095745718039, -0.6797931632347103]
[2, 32, 8, 0];0.34172586490041085;[0.09380065225130918];[0.09380065225130775, 0.31790962980534826]
[2, 16, 1, 3];0.23284147041860626;[0.03225010162332321];[0.032250101623318435, 0.1193533073424479]
[1, 8, 2, 3];0.06438801122714782;[0.05175731797067548];[0.05175731797067218, 0.00599366073327763]
[4, 4, 64, 0];0.011376361781184983;[0.5191992142819748];[0.5191992142819845, -0.36431475477735165]
[8, 2, 8, 0];0.02761348902411437;[0.005841332272743087];[0.005841332272748628, -0.15839832778902616]
[2, 16, 16, 0];0.13634528203238336;[0.15529418103154174];[0.15529418103154433, 0.04888461005544169]
[4, 4, 32, 4];0.12447519287122354;[0.25670517821110667];[0.25670517821110544, -0.2139815338984109]
[2, 16, 128, 4];0.25271882789982014;[1.074023307279596];[1.0740233072796008, -0.47728166302080854]
[1, 4, 1, 5];0.03225315607323866;[0.042521884284091115];[0.04252188428408462, -0.04716885474679453]
[2, 32, 4, 5];0.17258374340521543;[0.06098889774245463];[0.060988897742442816, 0.3367012824152264]
[16, 2, 16, 4];0.08500685698626456;[-0.03548930142057679];[-0.0354893014205772, -0.2524546234758146]
[2, 1, 256, 2];0.008522871072128691;[2.1201275950904384];[2.120127595090462, -1.2955911539085765]
[1, 16, 64, 2];0.011513482660465148;[0.5624045029767312];[0.5624045029767338, -0.16955609745456743]
[4, 4, 8, 1];0.11744883869984801;[0.05983465115795028];[0.05983465115795286, -0.10123161823921951]
[4, 2, 8, 0];0.02486478962033669;[0.05931840362826368];[0.059318403628268644, -0.13016183255549355]
[2, 1, 4, 0];0.015717748959556316;[0.05298706103232222];[0.05298706103232665, -0.11171703948699688]
[128, 1, 4, 4];0.003048996492824162;[-1.6315406866665745];[-1.6315406866665576, -1.0011666393432626]
[128, 64, 2, 4];0.12700048959446897;[-1.6316847667359053];[-1.6316847667359013, -0.0804690620757707]
[1, 32, 8, 5];0.16133286414541428;[0.10716992009019373];[0.10716992009018218, 0.3249687536137433]
[64, 32, 1, 1];0.1624626355450379;[-0.7925145241497632];[-0.7925145241497574, -0.08687065424713779]
[1, 2, 8, 2];0.016349313035619168;[0.09942620714490599];[0.09942620714490644, -0.10898446113033944]
[8, 32, 2, 1];0.8100674229148227;[-0.03563258654525931];[-0.035632586545262204, 0.30374236586985126]
[4, 2, 128, 1];0.019608814046681987;[1.0436710388940336];[1.0436710388940473, -0.6939114108514838]
[32, 2, 8, 2];0.02506027509326575;[-0.315021095860379];[-0.3150210958603736, -0.3278172991902166]
[1, 1, 512, 4];0.00819468537919247;[4.233449151496294];[4.233449151496336, -2.491197797131639]
[1, 8, 8, 3];0.06511834881822584;[0.10097494973396391];[0.10097494973396119, -0.022193818181521927]
[8, 4, 2, 1];0.15471768120651058;[-0.04286005196085878];[-0.042860051960856106, -0.10128063455795241]
[2, 2, 1, 1];0.03158260267300594;[0.02863636891552171];[0.028636368915523753, -0.08315819287145859]
[4, 128, 1, 0];0.013384185416040794;[0.034421427607958195];[0.03442142760793744, 1.7253270614368896]
[4, 64, 16, 4];0.8429563718564972;[0.14094558606624102];[0.14094558606622645, 0.7290915060292058]
[16, 2, 2, 1];0.09200033113193236;[-0.1503304422015858];[-0.15033044220158154, -0.18668383934128913]
[16, 32, 16, 4];0.5270286983906973;[-0.02774558847529163];[-0.027745588475297997, 0.18149859126826084]
[8, 2, 32, 2];0.015856632503767308;[0.20271185932589866];[0.2027118593259023, -0.2711482434482199]
[2, 1, 8, 5];0.015748104856422362;[0.08579881554118556];[0.08579881554118042, -0.1305086920968512]
[2, 1, 16, 4];0.015949826174307097;[0.15142232455890262];[0.15142232455890023, -0.16809199731658644]
[4, 16, 8, 4];0.4883908747597029;[0.06293213633606695];[0.06293213633606118, 0.07234966765841783]
[2, 2, 512, 4];0.03181576055045281;[4.220338007422257];[4.220338007422298, -2.4837918137818855]
[128, 1, 2, 2];0.006078938052116418;[-1.647946563921006];[-1.6479465639209856, -0.9917708130383341]
[4, 8, 16, 1];0.1966719623623894;[0.12649065523503955];[0.12649065523504205, -0.08095449482640898]
[64, 4, 8, 1];0.09098586703325193;[-0.7423214191748595];[-0.7423214191748475, -0.524779046742208]
[16, 4, 8, 5];0.030885645568566298;[-0.1005965629086081];[-0.10059656290861171, -0.18594110393980762]
[2, 32, 2, 1];0.4740429506572349;[0.044583020488021666];[0.04458302048801775, 0.34609710872015015]
[4, 4, 128, 1];0.03895989217891008;[1.0441872864237192];[1.0441872864237325, -0.664981196535212]
[1, 64, 128, 1];0.319905041365787;[1.09978251583093];[1.0997825158309311, 0.22410260437808843]
[2, 2, 128, 2];0.009061091109881795;[1.0704095745717948];[1.0704095745718059, -0.679793163234715]
[8, 1, 1, 0];0.042221477640826136;[-0.05183736188260295];[-0.051837361882597785, -0.13997804287989568]
[1, 256, 4, 2];0.14134474678196787;[0.1321778889061281];[0.13217788890607762, 3.583944409646034]
[1, 128, 4, 0];0.033242321597713655;[0.09913804700624278];[0.09913804700622172, 1.73241069340464]
[16, 64, 4, 4];0.2552482080306391;[-0.1179208915268977];[-0.11792089152691153, 0.7007569781582075]
[16, 8, 1, 2];0.1434909184351223;[-0.15698463823974265];[-0.15698463823974157, -0.09519528324000519]
[32, 4, 16, 4];0.09172559586609484;[-0.24888133931297363];[-0.24888133931297196, -0.3364703900936731]
[64, 8, 8, 1];0.17947868805972506;[-0.741288924115488];[-0.7412889241154768, -0.4669186181096644]
[128, 4, 1, 0];0.012065649349816686;[-1.6553751312536937];[-1.6553751312536702, -0.9436775784114647]
[2, 1, 256, 5];0.01581664296714126;[2.1201275950904415];[2.1201275950904583, -1.2955911539085692]
[4, 4, 4, 4];0.12349112723689179;[0.0270228966490939];[0.027022896649090227, -0.08243996562934597]
[8, 1, 8, 1];0.034832969166668754;[0.005583208507901137];[0.005583208507904936, -0.17286343494715958]
[16, 16, 1, 3];0.13886895592797927;[-0.15491964812099907];[-0.1549196481210016, 0.020525574025084002]
[8, 256, 8, 4];0.20790201995532331;[0.07140476854282744];[0.0714047685427741, 3.51573889037749]
[4, 256, 1, 3];0.11194702594020657;[0.06746126950784394];[0.06746126950779201, 3.5768607776782857]
[1, 4, 512, 1];0.03243503550764959;[4.2342235227908205];[4.2342235227908676, -2.447802475657239]
[2, 1, 64, 2];0.015957172762042338;[0.5451633786652085];[0.5451633786652144, -0.39359182863498826]
[2, 8, 64, 4];0.1273882447370908;[0.5469702450191102];[0.5469702450191105, -0.2923360785280326]
[2, 2, 8, 1];0.031625103736243186;[0.08605693930602495];[0.08605693930602756, -0.11604358493872499]
[32, 4, 2, 2];0.018552939920703126;[-0.36372248009398184];[-0.3637224800939774, -0.2706996059591454]
[128, 1, 4, 5];0.0030655322977472706;[-1.6315406866665738];[-1.631540686666559, -1.0011666393432601]
[16, 8, 32, 1];0.13735116968033867;[0.09730645920391347];[0.0973064592039193, -0.24083059096647227]
[1, 128, 2, 4];0.33965010435583787;[0.0827321697518167];[0.08273216975178774, 1.7418065197095818]
[8, 2, 2, 3];0.027616310848303245;[-0.043376299490542704];[-0.043376299490543654, -0.13021084887421938]
[1, 2, 32, 5];0.016340145366817015;[0.29629673419806235];[0.29629673419805896, -0.22173437678953084]
[2, 64, 4, 5];0.3756010938174456;[0.06924885821742538];[0.06924885821740728, 0.7995847114755739]
[2, 1, 4, 4];0.01580485593457795;[0.05298706103232573];[0.052987061032322195, -0.11171703948698726]
[32, 1, 4, 0];0.023570195210145292;[-0.34809097413408285];[-0.34809097413407336, -0.32349075373849084]
[4, 128, 1, 3];0.021210011177219722;[0.0344214276079609];[0.03442142760793408, 1.7253270614368967]
[16, 1, 8, 3];0.04583797929437972;[-0.10137093420313843];[-0.10137093420313736, -0.22933642541421995]
[8, 4, 4, 5];0.16836735166135255;[-0.026454174706425828];[-0.026454174706430945, -0.11067646086287618]
[32, 4, 1, 5];0.013263270914925657;[-0.37192541872119395];[-0.37192541872119567, -0.2660016928066717]
[1, 16, 1, 4];0.12850537784261457;[0.045619369462204296];[0.04561936946219731, 0.12641243115083356]
[1, 64, 32, 1];0.31992625675818803;[0.3123004076183148];[0.3123004076183071, 0.6751022670148825]
[16, 1, 2, 3];0.04157697953054929;[-0.15058856596642684];[-0.15058856596642634, -0.20114894649942036]
[1, 2, 256, 1];0.01634564754312763;[2.133754986694161];[2.1337549866941856, -1.2740669229420598]
[1, 256, 64, 4];0.3547266191152603;[0.6243542065390144];[0.624354206538965, 3.302069620498042]
[256, 4, 1, 0];0.012009151297265867;[-3.366641414630355];[-3.3666414146303105, -1.8472454258845064]
[1, 256, 32, 4];0.3527616652386313;[0.3618601704681423];[0.36186017046809055, 3.452402841376974]
[64, 1, 1, 1];0.011683242530329369;[-0.800516360859891];[-0.8005163608598789, -0.5352889761493492]
[2, 4, 256, 1];0.034341827126844325;[2.1209019663849666];[2.120901966384991, -1.2521958324341713]
[1, 16, 4, 0];0.12560058652517173;[0.07022818534384491];[0.07022818534384631, 0.1123186916934241]
[8, 8, 2, 2];0.326820276793002;[-0.04182755690148657];[-0.041827556901486734, -0.04342020592540669]
[32, 1, 2, 0];0.02110614622911912;[-0.36449685138851223];[-0.36449685138850296, -0.31409492743355766]
[2, 1, 512, 2];0.008179927589960674;[4.220079883657412];[4.2200798836574585, -2.4982569209400274]
[4, 2, 2, 4];0.06183991343368063;[0.010100771864978812];[0.010100771864975194, -0.10197435364068436]
[1, 1, 32, 1];0.008147328114021968;[0.2960386104332161];[0.29603861043322083, -0.23619948394767615]
[4, 8, 8, 3];0.2449829755153593;[0.06086714621732338];[0.06086714621732114, -0.04337118960667141]
[2, 8, 64, 5];0.12269252218366913;[0.5469702450191108];[0.5469702450191092, -0.2923360785280302]
[16, 4, 2, 2];0.12478151984091787;[-0.14981419467189924];[-0.14981419467189733, -0.1577536250250152]
[2, 64, 8, 2];0.11702777143404017;[0.10206061272628172];[0.10206061272627004, 0.7807930588657003]
[4, 256, 1, 2];0.1136345820572615;[0.0674612695078433];[0.06746126950779276, 3.576860777678284]
[2, 128, 2, 1];0.6476838443312106;[0.06936290191293404];[0.06936290191291117, 1.734747395901192]
[32, 32, 1, 4];0.19417684171401597;[-0.36469795330559535];[-0.36469795330560056, 0.1390213076211298]
[8, 64, 1, 0];0.21385935250769952;[-0.035575564697504156];[-0.03557556469751148, 0.7713237080826629]
[1, 1, 512, 2];0.008187163442790505;[4.233449151496292];[4.233449151496338, -2.491197797131645]
[64, 1, 2, 3];0.004761557558944789;[-0.7923134222326748];[-0.7923134222326667, -0.5399868893018112]
[16, 1, 2, 2];0.043423708502410265;[-0.15058856596642778];[-0.15058856596642523, -0.20114894649942272]
[2, 4, 4, 5];0.06307381239069418;[0.05376143232685514];[0.053761432326848956, -0.0683217180125772]
[2, 4, 64, 1];0.06367956337394255;[0.5459377499597361];[0.5459377499597433, -0.3501965071605832]
[4, 8, 4, 2];0.24316431645072714;[0.02805539170846353];[0.028055391708462905, -0.024579536996807316]
[4, 128, 16, 4];0.3693680922259611;[0.15746550701618264];[0.15746550701615528, 1.6548583641499004]
[8, 4, 8, 3];0.15365004517112016;[0.006357579802431412];[0.006357579802430589, -0.12946811347274736]
[128, 1, 8, 3];0.00305660218203727;[-1.5987289321577165];[-1.5987289321576974, -1.0199582919531314]
[1, 128, 4, 1];0.33868946169185055;[0.09913804700624375];[0.09913804700622063, 1.732410693404642]
[32, 2, 1, 2];0.01837764665720809;[-0.3724416662508822];[-0.3724416662508775, -0.2949319071229505]
[1, 4, 256, 0];0.008163632178597998;[2.1342712342238457];[2.134271234223872, -1.2451367086257905]
[1, 1, 64, 0];0.008148859451044493;[0.5585326465040868];[0.5585326465040966, -0.38653270482661006]
[1, 128, 1, 2];0.20496912300038952;[0.07452923112460039];[0.07452923112457531, 1.7465044328620436]
[128, 4, 8, 4];0.012061161749845012;[-1.5979545608631867];[-1.5979545608631704, -0.9765629704787214]
[1, 1, 4, 5];0.008153481215752123;[0.06635632887120678];[0.06635632887120119, -0.10465791567860176]
[64, 1, 2, 2];0.006354391423430551;[-0.7923134222326755];[-0.7923134222326653, -0.5399868893018134]
[2, 1, 256, 0];0.008495578358797978;[2.1201275950904375];[2.120127595090464, -1.2955911539085812]
[4, 2, 8, 2];0.024679042680687803;[0.05931840362826548];[0.059318403628266396, -0.13016183255548883]
[8, 1, 128, 5];0.04293527694071052;[0.9899358437736735];[0.9899358437736802, -0.7366130132431423]
[32, 4, 4, 0];0.09599349971263384;[-0.3473166028395541];[-0.34731660283954546, -0.28009543226408334]
[8, 4, 8, 0];0.1430794821331878;[0.006357579802428811];[0.006357579802433901, -0.12946811347275433]
[8, 16, 128, 4];0.6268237235118633;[0.9938077002463153];[0.9938077002463208, -0.5196364058711072]
[8, 128, 4, 4];0.26328422972762566;[0.005553172134085154];[0.005553172134057222, 1.682996826745967]
[8, 16, 2, 5];0.4507840858377391;[-0.03976256678274124];[-0.039762566782749, 0.07230065133968722]
[1, 256, 4, 0];0.1441335507983728;[0.13217788890612625];[0.13217788890607948, 3.58394440964603]
[8, 1, 16, 2];0.03160027189392573;[0.07120671752561993];[0.07120671752562241, -0.2104467401668901]
[4, 128, 1, 4];0.4445497719985325;[0.03442142760796183];[0.0344214276079328, 1.725327061436899]
[2, 16, 8, 5];0.2442717736736439;[0.08967067201382814];[0.08967067201382005, 0.08646791527518648]
[16, 16, 1, 0];0.3375631097265133;[-0.1549196481210017];[-0.1549196481209983, 0.020525574025076924]
[16, 1, 8, 4];0.04674372087603615;[-0.1013709342031375];[-0.10137093420313853, -0.22933642541421764]
[1, 2, 128, 5];0.0163304473216929;[1.0837788424106778];[1.0837788424106827, -0.6727340394263248]
[2, 128, 4, 0];0.01970033758327823;[0.08576877916736256];[0.0857687791673418, 1.7253515695962567]
[1, 1, 16, 2];0.008146239229832972;[0.1647915923977811];[0.16479159239778246, -0.1610328735082081]
[2, 32, 32, 4];0.47459665367701953;[0.2906711793044665];[0.2906711793044593, 0.2051597141461591]
[2, 1, 8, 0];0.015761532221462413;[0.08579881554118128];[0.08579881554118605, -0.1305086920968633]
[4, 1, 1, 4];0.030975438225338426;[0.001639709472921238];[0.001639709472917711, -0.1117415476463538]
[16, 2, 32, 4];0.08842071552859515;[0.09575771661485902];[0.09575771661486013, -0.32762123391528036]
[2, 2, 16, 2];0.02066934464005085;[0.15168044832374372];[0.15168044832374508, -0.1536268901584554]
[8, 2, 64, 4];0.08515312869461204;[0.4652058953967721];[0.46520589539677465, -0.42148146432714656]
[256, 2, 2, 4];0.006524347462223538;[-3.358954723532822];[-3.3589547235327855, -1.8808735533532355]
[1, 2, 1, 5];0.01578797377097707;[0.04200563675440544];[0.04200563675439925, -0.07609906906306611]
[2, 32, 2, 3];0.3144829060440665;[0.04458302048802345];[0.04458302048801552, 0.3460971087201549]
[8, 128, 4, 1];0.3626189152172278;[0.005553172134082658];[0.005553172134060782, 1.68299682674596]
[4, 1, 128, 1];0.009782062634463762;[1.0434129151291909];[1.0434129151292046, -0.7083765180096199]
[1, 1, 2, 2];0.00809736902775143;[0.049950451616774715];[0.04995045161677483, -0.09526208937367565]
[4, 64, 8, 1];0.757367166197697;[0.07532207704852048];[0.07532207704851114, 0.7666748112489317]
[1, 1, 2, 0];0.008101034249053804;[0.049950451616772897];[0.049950451616776935, -0.09526208937368047]
[8, 2, 16, 3];0.03491303656419863;[0.07146484129046365];[0.07146484129046395, -0.19598163300875177]
[1, 8, 512, 1];0.06413136759281571;[4.235256017850191];[4.235256017850237, -2.3899420470246953]
[4, 64, 1, 1];0.821729518069734;[0.01790150665801731];[0.017901506658007358, 0.7995602033161977]
[2, 16, 4, 3];0.24666858128774938;[0.0568589175049674];[0.05685891750496288, 0.10525956788504817]
[64, 1, 1, 5];0.011841785712953117;[-0.8005163608598875];[-0.8005163608598838, -0.5352889761493396]
[4, 8, 1, 4];0.2460541237186799;[0.0034465758268210863];[0.0034465758268162213, -0.010485797539402784]
[8, 2, 2, 0];0.027631919945539055;[-0.043376299490545306];[-0.043376299490540365, -0.13021084887422657]
[2, 4, 1, 5];0.06368620282451763;[0.029152616445210982];[0.029152616445204557, -0.054227978555177386]
[256, 32, 2, 1];0.19600011067923123;[-3.351211010587539];[-3.3512110105875026, -1.446920338609167]
[32, 8, 2, 4];0.1279452857176248;[-0.36268998503460875];[-0.36268998503460914, -0.21283917732659735]
[4, 4, 16, 5];0.12438688767166152;[0.12545816017567174];[0.12545816017566697, -0.13881492345894275]
[2, 8, 128, 1];0.07654127919414672;[1.0719583171608509];[1.071958317160863, -0.5930025202859024]
[1, 32, 32, 2];0.06171576936784868;[0.3040404471433449];[0.30404044714334155, 0.2122188379545376]
[128, 8, 8, 4];0.02417790168755633;[-1.5969220658038152];[-1.5969220658038001, -0.918702541846178]
[16, 1, 4, 5];0.051427825724527726;[-0.13418268871199565];[-0.13418268871199893, -0.21054477280434877]
[2, 4, 512, 1];0.03271529586283557;[4.22085425495194];[4.220854254951987, -2.4548615994656218]
[2, 8, 1, 0];0.12643538742796775;[0.030185111504577856];[0.030185111504580774, 0.0036324500773539134]
[2, 2, 1, 5];0.03114847421353784;[0.028636368915525304];[0.02863636891551936, -0.08315819287144922]
[1, 128, 8, 4];0.36144546306498443;[0.13194980151510527];[0.13194980151507665, 1.7136190407947824]
[4, 1, 64, 5];0.03127074239157313;[0.5184248429874507];[0.518424842987451, -0.4077100762517474]
[1, 256, 32, 1];0.3526247460136288;[0.3618601704681396];[0.36186017046809404, 3.452402841376967]
[1, 32, 2, 2];0.21184715418447198;[0.0579522883269027];[0.05795228832689664, 0.35315623252853573]
[1, 8, 32, 3];0.054956391739216424;[0.2978454767871177];[0.2978454767871171, -0.13494373384072045]
[4, 2, 16, 0];0.025839028041950478;[0.12494191264598165];[0.12494191264598732, -0.16774513777522634]
[32, 2, 1, 3];0.01864097602981876;[-0.3724416662508813];[-0.37244166625087866, -0.29493190712294814]
[128, 8, 4, 1];0.1175485677215478;[-1.6297338203126774];[-1.6297338203126563, -0.8999108892363188]
[32, 16, 32, 1];0.2756283087949918;[-0.11453683609942641];[-0.11453683609941973, -0.23805571463551592]
[1, 128, 4, 2];0.033134917751427934;[0.09913804700624447];[0.09913804700621953, 1.7324106934046442]
[2, 64, 4, 4];0.6635373513761914;[0.0692488582174245];[0.0692488582174085, 0.7995847114755713]
[64, 2, 2, 3];0.0032485163266430224;[-0.792055298467832];[-0.792055298467824, -0.5255217821436752]
[8, 2, 32, 1];0.03526673138803169;[0.20271185932589778];[0.2027118593259034, -0.2711482434482223]
[8, 1, 4, 2];0.042255283842423;[-0.02722854600095696];[-0.027228546000955527, -0.15407178233729082]
[4, 4, 32, 1];0.12504306744018234;[0.25670517821110417];[0.2567051782111088, -0.21398153389841804]
[4, 16, 2, 5];0.34119309340012266;[0.01371450457277944];[0.013714504572771003, 0.10053714657321981]
[1, 32, 8, 4];0.2535146459115174;[0.10716992009019284];[0.10716992009018345, 0.32496875361374095]
